start_year,state,site,summary,event_quote,lat,lon
1727,Jalisco,Zacoalco,Carestí­a de Maíz,"“Diego Hernández, gobernador del pueblo de Sagualco, y los alcaldes y los regidores, respecto a que nos hallamos todos y todos los hijos del pueblo muy alcanzados, respecto a que los maíces andan muy caros y muy escasos, por cuya razón no hemos podido dar el cumplimiento a los reales tributos de su majestad y porque nos hallamos tan sumamente acosados de alcalde mayor de Sayula, para su cumplimiento suplicamos a vuestra señoría se sirva de concedernos una corta espera, respecto a la suma imposibilidad.” BPEJ, Archivo de la Real Audiencia de Guadalajara, Judicial y Civil, c. 169, e. 8, 3 ff.",20.22835936,-103.56987671
1727,Mï¿½xico,Malinalco,Epidemia de sarampión,"“La decadencia de que estoy informado de que ha padecido esta cabecera como los demás de esta jurisdicción, es desde que faltaron los trigos temporales y una gran epidemia que hubo en ella, como en todo el reino, nombrada el Sarampión, cuyos temporales de trigo se deban en esta jurisdicción en abundancia presupuesto de cada carga era de dos pesos 20 reales, con lo que comerciaban y hacían pan, y llevaban a tierra caliente y a otras partes. Con cuya falta y la de los repetidos chagütles [sic], pulgón y hielo granizos en los trigos de riego, cansadas y deslavadas las tierras, por lo que ya no acuden los frutos como antes, pues de una carga acuden a cuatro o cinco cargas. Tienen crecidos costos sus labores, así del trigo como del maíz con otros contratiempos de pestes, como la del matlazahuatl, que consumió multitud de indios y gente de razón, quedando casi sin ella, a comparación de la que había antes.” “RG Malinalco.” 1988, I:162, 168, 172, 176, 180",18.94897705,-99.49504521
1727,Mï¿½xico,unspecified site,Carestí­a de Maíz,"“Dieciocho reales fanega de maíz.” Malvido, 1973:99",19.49828005,-99.04413125
1727,Puebla,unspecified site,Epidemia de sarampión,"“A 19 de marzo hubo grande temblor de tierra. Pasaron revista los soldados de las 10 compañías. El día 16 de agosto hubo eclipse de sol, y el sábado 22 de marzo, S. Pablo obispo, llegó el sarampión, que sacrificó a mucha gente.” Anales de Puebla y Tlaxcala, s. f., núm. 1, 1a. pte., s. f.:348-349",18.54794342,-97.89651992
1727,Tlaxcala,Tlaxcala,sarampión,sarampión,19.31730126,-98.23890287
1727,Tlaxcala,Tlaxcala,Epidemic,sarampión,19.31730126,-98.23890287
1727,Tlaxcala,unspecified site,Epidemia de sarampión,"“A 19 de marzo hubo grande temblor de tierra. Pasaron revista los soldados de las 10 compañías. El día 16 de agosto hubo eclipse de sol, y el sábado 22 de marzo, S. Pablo obispo, llegó el sarampión, que sacrificó a mucha gente.” Anales de Puebla y Tlaxcala, s. f., núm. 1, 1a. pte., s. f.:348-349",19.42860564,-98.16841472
1727,Yucatï¿½n,unspecified site,Hambruna,"Severa hambruna y epidemia. Farriss, 1992:108",20.74805532,-88.91936547
1727,Yucatï¿½n,unspecified site,Carestí­a de Maíz,"Sequía. Gran carestía, el maíz se vendió a 20 pesos carga. Hambre, mortandad, emigración. Florescano, 1980:84",20.74805532,-88.91936547
1727,Yucatï¿½n,unspecified site,Carestí­a de Maíz,"Hambre, especulación del maíz en Yucatán. El precio del maíz es de ocho a 16 reales. Sarampión especialmente en la ciudad de México, concluyó en enero de 1728. Espinosa et al., 1987:108",20.74805532,-88.91936547
1727,Yucatï¿½n,unspecified site,Especulación,"Sequías y hambre en Yucatán. 17 000 defunciones entre 17251727, peste, epidemia de rubeola y sarampión, se deja de exigir a los indios la siembra obligatoria de maíz, especulación del producto. Espinosa et al., 1987:107",20.74805532,-88.91936547
1727,Zacatecas,Jalpa,Enfermedad,"Los miembros, representantes, autoridades políticas y el común del pueblo asentaron que: “los hijos están con mucha necesidad y mucha enfermedad, que ya se murieron 42 personas tributarias y la gente salió mucho de su pueblo, pedimos y suplicamos para que vuestra alteza nos dé un plazo largo dentro de un año entero y pagaremo.” BPEJ, Archivo de la Real Audiencia de Guadalajara, Civil, c. 38, e. 16, 10 ff.",21.63191048,-102.97986105
1728,Distrito Federal,Mexico,Epidemia de sarampión,"“México, como la ciudad más populosa del reino, así fue principalmente la que sintió el estrago del sarampión. En esta como en todas las ocasiones de semejante naturaleza, se hizo muy digno de notar el celo, el fervor, la actividad con que, sin perdonar a trabajo alguno, ni aun a la misma vida, se sacrificaron los jesuitas a la salud pública.” Alegre, 1956-1960, IV:335",19.43264649,-99.13325795
1728,Distrito Federal,Mexico,Muertes,"“La general epidemia de sarampión ha cesado del todo en esta ciudad, pues (de las feligresías de los españoles) sólo han muerto desde primero a fin de este mes, 81 hombres y 104 mujeres.” Gacetas de México, enero, 1728:4",19.43264649,-99.13325795
1728,Distrito Federal,Mexico,Respuesta autoridades virreinales,"“Su excelencia ha levantado la prohibición que (por la escasez que amenazaba la epidemia del sarampión) últimamente se puso, de extraer y [embarcar] trigo para afueras de este reino, dando facultad para que todos embarguen las cantidades que de este género les convenga, pagando los derechos reales, sin necesitar de pedir licencia para la referida extracción y embarguen como en otro tiempo se hacía.” Gacetas de México, abril, 1728:29",19.43264649,-99.13325795
1728,Hidalgo,Pachuca,Epidemia,"“Dan por noticia de este real, ser tanto el concurso de que se ha poblado (por el instaurado laborío) de algunas minas antiguas, anexas a la siempre opulenta de jacal que adolece de general epidemia, por cuyo motivo se le hizo novena a Nuestra Señora de los Dolores [en] la iglesia de la Veracruz, reedificada a esmero y solicitud de don José Tiburcio Voest, tesorero de la real caja.” Gacetas de México, marzo, 1728:22",20.12309441,-98.73641404
1728,Mï¿½xico,Malinalco,Epidemia de sarampión,"“La decadencia de que estoy informado de que ha padecido esta cabecera como los demás de esta jurisdicción, es desde que faltaron los trigos temporales y una gran epidemia que hubo en ella, como en todo el reino, nombrada el Sarampión, cuyos temporales de trigo se deban en esta jurisdicción en abundancia presupuesto de cada carga era de dos pesos 20 reales, con lo que comerciaban y hacían pan, y llevaban a tierra caliente y a otras partes. Con cuya falta y la de los repetidos chagütles [sic], pulgón y hielo granizos en los trigos de riego, cansadas y deslavadas las tierras, por lo que ya no acuden los frutos como antes, pues de una carga acuden a cuatro o cinco cargas. Tienen crecidos costos sus labores, así del trigo como del maíz con otros contratiempos de pestes, como la del matlazahuatl, que consumió multitud de indios y gente de razón, quedando casi sin ella, a comparación de la que había antes.” “RG Malinalco.” 1988, I:162, 168, 172, 176, 180",18.94897705,-99.49504521
1728,Mï¿½xico,unspecified site,Carestí­a,"Dieciocho reales fanega de maíz. Sarampión. Malvido, 1973:100",19.49828005,-99.04413125
1728,Puebla,Cholula,Epidemic,sarampion,19.06203262,-98.30640045
1728,Sonora,Chinapa,Epidemia,"Informe del misionero Cristóbal de Cañas: “La epidemia del año 28 hacía grandes estragos en el pueblo de Chinapa, que administra el mismo padre, quien disponía a los moribundos, y al mismo tiempo exhortó a los sanos para que se preparasen para la muerte con una buena confesión. Así lo hicieron todos, y se confesaron chicos y grandes como si fuera cuaresma, sacaron en procesión a santa Rosalía [la santa más importante en la zona] y se aplacó la pest.” González, 1993:507",30.43764536,-110.03391430
1728,Tabasco,Chontallpa,Epidemia de sarampión,"“Por carta del 4 de julio de 1728 se sabe, que el ilustrísimo señor don Juan Gómez de Parada, salió de Villahermosa, capital de esta provincia y llegó a Teapa último pueblo de Tabasco hacia las Chiapas, continuando su visita y haciendo confirmaciones en todos los pueblos y villajes por donde ha pasado, dando lugar a la convalecencia de los indios enfermos de sarampión y especialmente en los de Chontalpa, en que fue tan común esta dolencia que se necesitaron llevar de otros pueblos indios, que asistiesen a sus enfermos y ha deliberado el señor obispo volver a ellos para confirmar a sus convalecientes.” Julio de 1728. Gacetas de México, julio, 1728:61",17.66528225,-93.48008533
1728,Tabasco,Teapa,Epidemia de sarampión,"“Por carta del 4 de julio de 1728 se sabe, que el ilustrísimo señor don Juan Gómez de Parada, salió de Villahermosa, capital de esta provincia y llegó a Teapa último pueblo de Tabasco hacia las Chiapas, continuando su visita y haciendo confirmaciones en todos los pueblos y villajes por donde ha pasado, dando lugar a la convalecencia de los indios enfermos de sarampión y especialmente en los de Chontalpa, en que fue tan común esta dolencia que se necesitaron llevar de otros pueblos indios, que asistiesen a sus enfermos y ha deliberado el señor obispo volver a ellos para confirmar a sus convalecientes.” Julio de 1728. Gacetas de México, julio, 1728:61",17.54844000,-92.95310000
1729,Baja California Sur,unspecified site,Epidemia de viruela,"“Por este tiempo se padecía mucho en todas las demás misiones de California, con la epidemia que había ya cundido entre los indios, singularmente al norte, en la nueva misión de San Ignacio. Entre estas penalidades no faltaban al celoso misionero grandes motivos de consuelo.” Alegre, 1956-1960, IV:339; Espinosa et al., 1987:108",27.35982330,-113.70412204
1729,Campeche,Campeche,Epidemia,"“Desde el mes de noviembre del año próximo pasado, hasta el de marzo del presente, fue Dios servido de enviar a esta provincia un accidente epidémico, tan extraño, como no conocido por sus notables circunstancias, dolores agudos, ardientes fiebres, vómitos de sangre de que morían repentinamente, y en particular los que discurriendo evitar el achaque con evacuar por las venas la sangre, morían irremediablemente.” Abril de 1730. Gacetas de México, abril, 1730:229",19.84283699,-90.53176090
1729,Distrito Federal,Mexico,Calores excesivos,"“El 19 primero y el 27 último del novenario que a expensas de la nobilísima ciudad se le hizo a Nuestra Señora de los Remedios (como siempre por los grandes calores, es costumbre en faltando las lluvias a su tiempo) concurrió el ayuntamiento en la iglesia de su santuario.” Mayo de 1729. Gacetas de México, mayo, 1729:149",19.43264649,-99.13325795
1729,Mï¿½xico,Malinalco,Epidemia de sarampión,"“La decadencia de que estoy informado de que ha padecido esta cabecera como los demás de esta jurisdicción, es desde que faltaron los trigos temporales y una gran epidemia que hubo en ella, como en todo el reino, nombrada el Sarampión, cuyos temporales de trigo se deban en esta jurisdicción en abundancia presupuesto de cada carga era de dos pesos 20 reales, con lo que comerciaban y hacían pan, y llevaban a tierra caliente y a otras partes. Con cuya falta y la de los repetidos chagütles [sic], pulgón y hielo granizos en los trigos de riego, cansadas y deslavadas las tierras, por lo que ya no acuden los frutos como antes, pues de una carga acuden a cuatro o cinco cargas. Tienen crecidos costos sus labores, así del trigo como del maíz con otros contratiempos de pestes, como la del matlazahuatl, que consumió multitud de indios y gente de razón, quedando casi sin ella, a comparación de la que había antes.” “RG Malinalco.” 1988, I:162, 168, 172, 176, 180",18.94897705,-99.49504521
1729,Puebla,Puebla de los ï¿½ngeles,Daños a construcciones,"En la sesión del 2 de enero de 1730, Manuel Altamirano, cañero, solicita se arregle la presa del río por donde viene el agua pues “amenaza ruin.” por la “abundancia de lluvias del año pasado.” Enero de 1729. AAP, Actas de cabildo, 1729-1732, v. 42, f. 105",19.04397292,-98.19751139
1730,Campeche,Campeche,Epidemia,"“Desde el mes de noviembre del año próximo pasado, hasta el de marzo del presente, fue Dios servido de enviar a esta provincia un accidente epidémico, tan extraño, como no conocido por sus notables circunstancias, dolores agudos, ardientes fiebres, vómitos de sangre de que morían repentinamente, y en particular los que discurriendo evitar el achaque con evacuar por las venas la sangre, morían irremediablemente.” Abril de 1730. Gacetas de México, abril, 1730:229",19.84283699,-90.53176090
1730,Mï¿½xico,Malinalco,Epidemia de sarampión,"“La decadencia de que estoy informado de que ha padecido esta cabecera como los demás de esta jurisdicción, es desde que faltaron los trigos temporales y una gran epidemia que hubo en ella, como en todo el reino, nombrada el Sarampión, cuyos temporales de trigo se deban en esta jurisdicción en abundancia presupuesto de cada carga era de dos pesos 20 reales, con lo que comerciaban y hacían pan, y llevaban a tierra caliente y a otras partes. Con cuya falta y la de los repetidos chagütles [sic], pulgón y hielo granizos en los trigos de riego, cansadas y deslavadas las tierras, por lo que ya no acuden los frutos como antes, pues de una carga acuden a cuatro o cinco cargas. Tienen crecidos costos sus labores, así del trigo como del maíz con otros contratiempos de pestes, como la del matlazahuatl, que consumió multitud de indios y gente de razón, quedando casi sin ella, a comparación de la que había antes.” “RG Malinalco.” 1988, I:162, 168, 172, 176, 180",18.94897705,-99.49504521
